Player,Tm,PER,BPM,VORP,WS,Team Mar,Year
Ben Davis,PHO,9.4,-10.0,-0.2,0.1,0.27,1997
Ruben Nembhard,UTA,13.8,-0.6,0.0,0.2,8.72,1997
Charles Jones,HOU,6.3,-0.7,0.0,0.2,4.02,1997
Chris Gatling,NJN,16.9,-5.2,-0.1,0.2,-4.22,1997
Moochie Norris,VAN,8.2,-7.4,-0.1,-0.1,-11.55,1997
George Zidek,DEN,20.3,-2.5,0.0,0.4,-6.85,1997
Rumeal Robinson,PHO,9.7,-6.3,-0.1,0.0,0.27,1997
Darrin Hancock,ATL,16.2,-1.2,0.0,0.2,6.22,1997
Tom Chambers,CHH,-3.9,-14.0,-0.3,-0.4,2.37,1997
Mike Brown,PHO,11.1,-1.7,0.0,0.2,0.27,1997
Chucky Brown,PHO,11.6,-5.7,-0.1,0.1,0.27,1997
Shawn Respert,MIL,4.4,-7.5,-0.1,-0.1,-1.59,1997
Haywoode Workman,IND,11.0,-1.3,0.0,0.1,1.69,1997
Carl Thomas,CLE,8.5,-4.0,0.0,0.0,2.61,1997
Jack Haley,NJN,19.6,-4.3,0.0,0.2,-4.22,1997
Rich Manning,LAC,10.9,-9.1,-0.1,0.0,-2.98,1997
Keith Tower,MIL,0.6,-6.2,-0.1,-0.1,-1.59,1997
Stacey King,DAL,3.7,-10.9,-0.2,-0.1,-7.37,1997
Stephen Howard,SAS,19.5,2.0,0.1,0.2,-9.02,1997
Kenny Smith,DET,14.7,-3.2,0.0,0.2,6.38,1997
Jason Sasser,SAS,4.9,-8.9,-0.1,0.0,-9.02,1997
Aleksandar Djordjevic,POR,12.5,-3.5,0.0,0.1,3.83,1997
Stevin Smith,DAL,3.3,-7.9,-0.1,-0.1,-7.37,1997
Brian Evans,ORL,11.7,-3.7,0.0,0.1,-0.14,1997
Frankie King,PHI,15.0,-1.9,0.0,0.1,-6.02,1997
Elmer Bennett,DEN,-1.3,-11.1,-0.1,-0.3,-6.85,1997
Tim Kempton,SAS,-1.0,-8.8,-0.1,-0.2,-9.02,1997
Brent Scott,IND,7.0,-4.8,0.0,0.0,1.69,1997
Joe Courtney,PHI,5.1,-11.0,-0.1,0.0,-6.02,1997
Tony Dumas,PHO,1.3,-10.4,-0.1,-0.1,0.27,1997
Shawnelle Scott,CLE,18.7,-9.4,-0.1,0.2,2.61,1997
Martin Lewis,TOR,10.9,-2.7,0.0,0.1,-2.87,1997
Dexter Boney,PHO,10.2,-9.0,-0.1,0.0,0.27,1997
Joe Courtney,SAS,2.4,-15.0,-0.2,-0.1,-9.02,1997
Kenny Smith,ORL,6.9,-8.2,-0.1,0.0,-0.14,1997
Earl Cureton,TOR,4.9,-6.0,0.0,0.0,-2.87,1997
Brad Lohaus,TOR,2.4,-9.8,-0.1,-0.1,-2.87,1997
Benoit Benjamin,TOR,8.9,-8.0,-0.1,0.0,-2.87,1997
Acie Earl,MIL,18.6,-6.8,-0.1,0.1,-1.59,1997
Jimmy Oliver,TOR,4.7,-8.3,-0.1,-0.1,-2.87,1997
Evric Gray,NJN,2.8,-9.9,-0.1,-0.1,-4.22,1997
Fred Roberts,DAL,12.8,-17.5,-0.2,0.0,-7.37,1997
Darrin Hancock,MIL,1.1,-6.3,0.0,-0.1,-1.59,1997
Gaylon Nickerson,SAS,14.3,-6.0,0.0,0.1,-9.02,1997
LaSalle Thompson,IND,0.8,-5.9,0.0,0.0,1.69,1997
Reggie Williams,IND,-1.5,-9.9,-0.1,-0.1,1.69,1997
Stacey King,BOS,16.0,-5.8,0.0,0.1,-6.82,1997
James Scott,MIA,-4.1,-7.7,0.0,-0.1,6.4,1997
Reggie Jordan,MIN,25.2,-1.1,0.0,0.1,-2.13,1997
Robert Werdann,NJN,8.7,-5.9,0.0,0.0,-4.22,1997
Randolph Childress,DET,2.4,-8.0,0.0,-0.1,6.38,1997
Joe Kleine,LAL,4.2,-14.4,-0.1,0.0,3.7,1997
Steve Scheffler,SEA,7.2,-10.2,-0.1,0.0,7.47,1997
Donald Royal,ORL,5.8,-11.0,-0.1,0.0,-0.14,1997
Lloyd Daniels,SAC,-10.5,-16.4,-0.1,-0.2,-4.12,1997
Martin Muursepp,MIA,11.9,-5.3,0.0,0.0,6.4,1997
Antonio Harvey,SEA,23.2,-1.7,0.0,0.1,7.47,1997
Devin Gray,SAC,15.8,-1.4,0.0,0.0,-4.12,1997
Devin Gray,SAS,-7.1,-24.1,-0.1,-0.2,-9.02,1997
Ennis Whatley,POR,5.1,-6.1,0.0,0.0,3.83,1997
Jimmy King,DEN,12.7,0.0,0.0,0.0,-6.85,1997
Jimmy Carruth,MIL,9.7,-7.1,0.0,0.0,-1.59,1997
Melvin Booker,DEN,-5.1,-17.0,-0.1,-0.2,-6.85,1997
Ruben Nembhard,POR,10.9,-11.5,0.0,0.0,3.83,1997
Felton Spencer,ORL,17.1,3.9,0.0,0.1,-0.14,1997
Elmer Bennett,HOU,32.1,7.1,0.0,0.1,4.02,1997
Anthony Miller,ATL,-4.6,-23.9,-0.1,-0.1,6.22,1997
Cuonzo Martin,MIL,-19.9,-22.1,-0.1,-0.2,-1.59,1997
Matt Steigenga,CHI,7.0,-3.0,0.0,0.0,11.82,1997
Derrick Alston,ATL,-9.0,-24.4,-0.1,-0.1,6.22,1997
Larry Krystkowiak,LAL,27.2,13.6,0.0,0.1,3.7,1997
Eric Leckner,CHH,-10.1,-14.7,0.0,-0.1,2.37,1997
Chris Jent,NYK,16.0,0.7,0.0,0.0,3.61,1997
Jamie Feick,CHH,16.3,-8.8,0.0,0.0,2.37,1997
Dell Demps,ORL,1.9,-8.2,0.0,0.0,-0.14,1997
Aaron Williams,DEN,19.1,-14.9,0.0,-0.1,-6.85,1997
Joe Stephens,HOU,3.0,-4.3,0.0,-0.1,4.02,1997
Vincent Askew,DEN,0.9,-19.2,0.0,-0.1,-6.85,1997
Brooks Thompson,UTA,-9.1,-17.0,0.0,0.0,8.72,1997
Darrin Hancock,SAS,18.3,-9.2,0.0,0.0,-9.02,1997
Matt Fish,WSB,-3.7,-31.6,-0.1,0.0,1.88,1997
Vincent Askew,NJN,-2.3,-6.9,0.0,0.0,-4.22,1997
Jason Sasser,DAL,14.3,2.1,0.0,0.0,-7.37,1997
Gaylon Nickerson,WSB,4.5,-12.7,0.0,0.0,1.88,1997
Elmore Spencer,SEA,-7.3,-8.1,0.0,0.0,7.47,1997
Darvin Ham,IND,22.5,3.1,0.0,0.0,1.69,1997
Clifford Rozier,GSW,-7.2,-14.3,0.0,0.0,-5.34,1997
Matt Fish,MIA,0.0,-4.8,0.0,0.0,6.4,1997
Bruce Bowen,MIA,37.7,30.2,0.0,0.0,6.4,1997
Michael Finley,DAL,19.3,2.1,3.5,7.5,-6.94,1998
Glen Rice,CHH,17.4,0.7,2.2,9.3,2.59,1998
Grant Hill,DET,21.2,4.4,5.3,10.2,2.19,1998
Ray Allen,MIL,16.2,1.9,3.2,7.0,-1.51,1998
Antoine Walker,BOS,17.8,0.8,2.3,4.7,-2.16,1998
Kevin Garnett,MIN,20.4,4.3,5.1,9.6,0.12,1998
Tim Duncan,SAS,22.6,5.1,5.7,12.8,3.71,1998
Wesley Person,CLE,15.1,4.2,5.0,10.3,3.29,1998
Michael Jordan,CHI,25.2,4.2,4.9,15.8,8.0,1998
Allen Iverson,PHI,20.4,3.5,4.4,9.0,-2.19,1998
Anthony Mason,CHH,16.4,2.6,3.6,9.3,2.59,1998
Gary Payton,SEA,21.6,4.9,5.5,12.5,6.79,1998
Jason Kidd,PHO,16.4,3.1,4.0,8.0,4.95,1998
Stephon Marbury,MIN,16.3,-0.4,1.3,5.3,0.12,1998
Tim Hardaway,MIA,20.6,4.5,5.0,11.7,5.83,1998
Karl Malone,UTA,27.9,6.6,6.6,16.4,6.45,1998
Rod Strickland,WAS,19.6,2.5,3.4,8.1,1.16,1998
Bo Outlaw,ORL,15.5,4.7,5.0,7.6,-0.65,1998
Shareef Abdur-Rahim,VAN,21.1,0.9,2.2,6.9,-8.07,1998
Vin Baker,SEA,20.4,2.0,3.0,10.4,6.79,1998
Doug Christie,TOR,16.2,0.7,2.0,4.0,-8.95,1998
Dikembe Mutombo,ATL,19.8,2.1,3.0,10.8,4.25,1998
Eddie Jones,LAL,18.0,4.1,4.5,10.1,7.1,1998
Rasheed Wallace,POR,14.9,1.8,2.8,7.6,0.92,1998
Steve Smith,ATL,18.8,3.1,3.6,10.2,4.25,1998
Dennis Rodman,CHI,12.4,3.1,3.6,7.8,8.0,1998
Allan Houston,NYK,15.1,-0.4,1.1,6.1,3.05,1998
David Wesley,CHH,15.2,0.3,1.7,5.8,2.59,1998
Calbert Cheaney,WAS,11.7,-1.3,0.5,4.1,1.16,1998
Corliss Williamson,SAC,16.0,-0.3,1.2,4.4,-6.43,1998
Kerry Kittles,NJN,17.5,2.6,3.3,8.4,2.13,1998
Chris Webber,WAS,20.9,4.5,4.6,8.3,1.16,1998
Horace Grant,ORL,15.4,2.1,2.9,7.1,-0.65,1998
Reggie Miller,IND,19.8,4.0,4.2,12.0,6.98,1998
Isaiah Rider,POR,15.2,0.5,1.8,5.8,0.92,1998
Shawn Kemp,CLE,17.5,1.7,2.6,6.8,3.29,1998
Detlef Schrempf,SEA,18.7,2.8,3.3,10.4,6.79,1998
Charles Oakley,NYK,13.1,2.8,3.3,7.0,3.05,1998
Kendall Gill,NJN,14.9,1.6,2.5,5.9,2.13,1998
Rick Fox,LAL,12.5,1.5,2.4,5.3,7.1,1998
Mookie Blaylock,ATL,16.1,3.6,3.8,5.6,4.25,1998
Tyrone Corbin,ATL,12.0,0.7,1.8,5.5,4.25,1998
Avery Johnson,SAS,14.1,-2.0,0.0,6.7,3.71,1998
Ron Mercer,BOS,14.1,-2.1,0.0,4.0,-2.16,1998
Erick Dampier,GSW,14.0,-1.2,0.5,4.0,-9.89,1998
A.C. Green,DAL,12.8,-0.7,0.8,5.2,-6.94,1998
Dean Garrett,DEN,12.1,-2.1,0.0,2.2,-13.11,1998
Voshon Lenard,MIA,13.3,1.2,2.1,7.1,5.83,1998
Bison Dele,DET,18.1,-0.4,1.1,6.9,2.19,1998
Donyell Marshall,GSW,15.5,0.9,1.9,4.2,-9.89,1998
Sam Cassell,NJN,21.0,2.5,3.0,8.3,2.13,1998
Hersey Hawkins,SEA,15.4,3.4,3.6,8.6,6.79,1998
Lamond Murray,LAC,17.8,0.7,1.7,4.9,-8.18,1998
LaPhonso Ellis,DEN,14.4,-1.7,0.2,1.4,-13.11,1998
Mitch Richmond,SAC,20.4,2.0,2.6,7.9,-6.43,1998
Juwan Howard,WAS,15.2,0.3,1.5,4.6,1.16,1998
Kevin Willis,HOU,18.3,-2.4,-0.2,6.0,-1.42,1998
Cedric Henderson,CLE,10.7,-0.4,1.0,3.8,3.29,1998
Bryant Reeves,VAN,17.3,-0.3,1.1,4.9,-8.07,1998
Lindsey Hunter,DET,12.4,0.8,1.8,4.0,2.19,1998
Rodney Rogers,LAC,15.8,0.3,1.5,3.3,-8.18,1998
Brevin Knight,CLE,17.1,2.0,2.5,8.4,3.29,1998
Clyde Drexler,HOU,19.8,3.9,3.7,6.8,-1.42,1998
Jeff Hornacek,UTA,19.3,3.4,3.4,9.5,6.45,1998
David Robinson,SAS,27.8,7.1,5.6,13.8,3.71,1998
Antonio McDyess,PHO,20.3,2.8,2.9,9.4,4.95,1998
Mark Jackson,IND,17.2,1.7,2.3,7.5,6.98,1998
Larry Johnson,NYK,15.8,1.4,2.0,6.9,3.05,1998
Zydrunas Ilgauskas,CLE,19.7,1.8,2.3,9.4,3.29,1998
Hubert Davis,DAL,12.5,-2.7,-0.4,3.4,-6.94,1998
P.J. Brown,MIA,15.0,2.3,2.6,7.5,5.83,1998
John Wallace,TOR,14.8,-4.3,-1.4,1.5,-8.95,1998
Clifford Robinson,PHO,17.4,2.1,2.4,7.1,4.95,1998
Billy Owens,SAC,14.4,0.7,1.6,3.7,-6.43,1998
Jayson Williams,NJN,18.7,2.2,2.5,8.4,2.13,1998
Walter McCarty,BOS,11.6,-0.5,0.9,2.9,-2.16,1998
Arvydas Sabonis,POR,20.9,4.1,3.6,9.7,0.92,1998
Joe Dumars,DET,14.3,-0.2,1.0,5.9,2.19,1998
Keith Van Horn,NJN,15.7,-0.2,1.1,4.8,2.13,1998
Charlie Ward,NYK,15.6,3.0,2.9,7.1,3.05,1998
Darrick Martin,LAC,12.3,-2.7,-0.4,1.9,-8.18,1998
Glenn Robinson,MIL,16.8,-0.9,0.6,3.1,-1.51,1998
Ron Harper,CHI,14.7,2.1,2.4,7.2,8.0,1998
Christian Laettner,ATL,18.5,2.5,2.6,7.5,4.25,1998
Anthony Johnson,SAC,8.6,-4.0,-1.1,0.4,-6.43,1998
Rex Chapman,PHO,14.4,-0.3,0.9,4.5,4.95,1998
Ervin Johnson,MIL,15.6,1.7,2.1,6.4,-1.51,1998
Charles Barkley,HOU,21.6,3.8,3.3,8.6,-1.42,1998
Sam Mitchell,MIN,15.8,-1.0,0.6,6.1,0.12,1998
Toni Kukoc,CHI,17.3,2.9,2.8,7.0,8.0,1998
Tracy Murray,WAS,17.3,0.1,1.2,6.5,1.16,1998
Jaren Jackson,SAS,9.7,0.1,1.2,4.1,3.71,1998
Bryon Russell,UTA,12.9,2.2,2.3,6.0,6.45,1998
Matt Maloney,HOU,10.5,-1.7,0.2,2.2,-1.42,1998
Anthony Goldwire,DEN,13.6,-3.1,-0.6,3.0,-13.11,1998
Robert Horry,LAL,14.4,4.6,3.7,6.6,7.1,1998
Antonio Davis,IND,15.3,1.0,1.7,7.4,6.98,1998
John Starks,NYK,14.3,0.9,1.6,4.6,3.05,1998
Chris Mills,NYK,12.7,0.4,1.3,5.1,3.05,1998
Chris Mullin,IND,16.9,4.2,3.4,7.6,6.98,1998
Johnny Newman,DEN,14.9,-3.6,-0.9,2.7,-13.11,1998
Shaquille O'Neal,LAL,28.8,4.1,3.3,10.2,7.1,1998
Dale Davis,IND,15.2,3.1,2.8,7.1,6.98,1998
Derrick Coleman,PHI,17.5,-0.2,1.0,4.4,-2.19,1998
Armen Gilliam,MIL,16.4,-0.8,0.6,5.3,-1.51,1998
Rik Smits,IND,19.9,0.3,1.2,6.1,6.98,1998
Lorenzen Wright,LAC,13.6,-2.5,-0.3,3.1,-8.18,1998
Tyrone Hill,MIL,13.6,1.2,1.7,4.8,-1.51,1998
Kobe Bryant,LAL,18.5,0.4,1.2,6.3,7.1,1998
Nick Van Exel,LAL,17.8,1.4,1.8,7.1,7.1,1998
Adam Keefe,UTA,14.5,2.3,2.2,6.5,6.45,1998
Bobby Jackson,DEN,13.6,-2.1,-0.1,-0.6,-13.11,1998
Damon Stoudamire,TOR,17.7,-0.2,0.9,3.2,-8.95,1998
Marcus Camby,TOR,15.9,-0.9,0.6,0.9,-8.95,1998
Alan Henderson,ATL,18.4,-0.6,0.7,6.0,4.25,1998
Mario Elie,HOU,12.9,-0.5,0.8,3.8,-1.42,1998
Michael Curry,MIL,9.1,-3.0,-0.5,2.9,-1.51,1998
Blue Edwards,VAN,14.5,-1.8,0.1,2.1,-8.07,1998
Antonio Daniels,VAN,9.9,-5.9,-1.9,-1.3,-8.07,1998
Khalid Reeves,DAL,13.1,-2.1,0.0,2.5,-6.94,1998
Dale Ellis,SEA,16.6,0.5,1.2,6.0,6.79,1998
Alonzo Mourning,MIA,22.4,1.0,1.5,7.5,5.83,1998
Dan Majerle,MIA,12.2,2.4,2.1,5.3,5.83,1998
Brian Grant,POR,16.7,1.2,1.5,6.3,0.92,1998
Bobby Phills,CHH,12.5,0.5,1.2,3.2,2.59,1998
Theo Ratliff,PHI,17.2,2.1,1.9,5.4,-2.19,1998
John Stockton,UTA,21.8,2.3,2.0,8.0,6.45,1998
Derek Anderson,CLE,15.3,1.0,1.4,5.3,3.29,1998
Matt Geiger,CHH,20.2,1.1,1.4,5.9,2.59,1998
Lee Mayberry,VAN,9.2,-4.8,-1.3,0.4,-8.07,1998
Shawn Bradley,DAL,17.7,-1.4,0.3,2.9,-6.94,1998
Danny Fortson,DEN,14.3,-4.1,-1.0,1.9,-13.11,1998
Vlade Divac,CHH,19.4,4.9,3.2,5.9,2.59,1998
Dennis Scott,DAL,12.2,-1.7,0.1,1.3,-6.94,1998
Jerry Stackhouse,DET,16.8,0.9,1.3,3.8,2.19,1998
Danny Manning,PHO,19.8,2.0,1.8,6.5,4.95,1998
Jim Jackson,PHI,13.1,-0.3,0.8,2.3,-2.19,1998
Terry Porter,MIN,17.3,0.6,1.2,5.2,0.12,1998
Terrell Brandon,MIL,20.2,2.6,2.1,5.1,-1.51,1998
Elden Campbell,LAL,16.4,-1.6,0.2,4.7,7.1,1998
Tim Thomas,PHI,14.9,-1.2,0.4,3.4,-2.19,1998
Derek Harper,ORL,11.5,-1.8,0.1,2.3,-0.65,1998
Michael Stewart,SAC,12.9,-0.1,0.9,3.0,-6.43,1998
Derek Fisher,LAL,12.9,-1.1,0.4,3.8,7.1,1998
Elliot Perry,MIL,11.5,-3.6,-0.7,1.3,-1.51,1998
Eric Piatkowski,LAC,15.5,-0.3,0.8,3.9,-8.18,1998
Jamal Mashburn,MIA,14.1,0.7,1.2,4.1,5.83,1998
Howard Eisley,UTA,13.6,-1.2,0.3,2.9,6.45,1998
Vinny Del Negro,SAS,11.1,-1.1,0.4,3.7,3.71,1998
Jalen Rose,IND,14.1,-0.4,0.7,3.3,6.98,1998
Terry Davis,WAS,10.5,-1.3,0.3,3.6,1.16,1998
Luc Longley,CHI,13.5,0.3,1.0,3.4,8.0,1998
Cherokee Parks,MIN,13.6,-1.3,0.3,3.8,0.12,1998
Nick Anderson,ORL,19.6,3.1,2.2,5.3,-0.65,1998
Sherman Douglas,NJN,15.6,-1.5,0.2,4.0,2.13,1998
Dana Barros,BOS,18.6,0.4,1.0,5.6,-2.16,1998
Sam Perkins,SEA,13.6,0.7,1.1,4.5,6.79,1998
Steve Nash,PHO,15.6,0.6,1.1,4.8,4.95,1998
Reggie Slater,TOR,12.4,-4.5,-1.1,1.5,-8.95,1998
Scottie Pippen,CHI,20.4,5.5,3.1,6.6,8.0,1998
Tony Delk,GSW,13.3,-2.6,-0.3,0.8,-9.89,1998
Joe Smith,GSW,15.1,-2.3,-0.1,1.8,-9.89,1998
Malik Sealy,DET,12.8,-1.5,0.2,3.2,2.19,1998
Derek Strong,ORL,16.6,-2.4,-0.2,4.4,-0.65,1998
Hakeem Olajuwon,HOU,20.8,3.2,2.1,4.5,-1.42,1998
Oliver Miller,TOR,12.8,-1.1,0.4,0.9,-8.95,1998
Shandon Anderson,UTA,15.7,0.7,1.1,4.2,6.45,1998
Chris Childs,NYK,11.6,-0.6,0.6,3.7,3.05,1998
Tom Gugliotta,MIN,20.5,3.3,2.1,5.0,0.12,1998
Otis Thorpe,VAN,13.0,-1.0,0.4,1.4,-8.07,1998
Muggsy Bogues,GSW,12.3,-4.3,-0.9,1.7,-9.89,1998
Travis Best,IND,13.6,-0.1,0.7,3.3,6.98,1998
Eric Washington,DEN,9.6,-4.6,-1.0,-0.3,-13.11,1998
Andrew DeClercq,BOS,13.2,0.1,0.8,3.4,-2.16,1998
Maurice Taylor,LAC,16.1,-4.5,-1.0,1.8,-8.18,1998
Tony Battie,DEN,13.3,-3.3,-0.5,0.5,-13.11,1998
Erick Strickland,DAL,9.3,-4.4,-0.9,-0.9,-6.94,1998
Travis Knight,BOS,13.6,0.3,0.9,3.0,-2.16,1998
George Lynch,VAN,16.8,0.2,0.8,2.5,-8.07,1998
Will Perdue,SAS,14.8,0.6,1.0,4.7,3.71,1998
Eddie Johnson,HOU,13.1,-2.9,-0.3,2.2,-1.42,1998
Rony Seikaly,ORL,15.8,-1.5,0.2,2.8,-0.65,1998
Kenny Anderson,POR,13.3,-0.6,0.5,2.3,0.92,1998
Bimbo Coles,GSW,10.4,-3.9,-0.7,0.9,-9.89,1998
Olden Polynice,SAC,14.7,-1.4,0.2,1.5,-6.43,1998
Chuck Person,SAS,8.3,-0.5,0.5,2.1,3.71,1998
Eldridge Recasner,ATL,13.0,-0.8,0.4,2.9,4.25,1998
Greg Foster,UTA,8.9,-3.4,-0.5,1.3,6.45,1998
Stacey Augmon,POR,10.3,-1.1,0.3,1.8,0.92,1998
Mark Price,ORL,14.9,-1.4,0.2,1.7,-0.65,1998
Pete Chilcutt,VAN,12.6,-0.6,0.5,2.0,-8.07,1998
Sam Mack,VAN,12.4,-2.2,-0.1,1.1,-8.07,1998
Vitaly Potapenko,CLE,11.0,-3.4,-0.5,1.5,3.29,1998
Terry Dehere,SAC,10.8,-4.0,-0.7,1.0,-6.43,1998
Eric Murdock,MIA,15.7,1.6,1.3,4.1,5.83,1998
Isaac Austin,MIA,16.8,0.0,0.7,3.2,5.83,1998
Chris Gatling,NJN,16.0,-2.3,-0.1,2.4,2.13,1998
Brent Barry,LAC,14.9,0.0,0.7,2.0,-8.18,1998
Aaron McKie,PHI,8.1,-1.6,0.1,0.7,-2.19,1998
Hot Rod Williams,PHO,11.5,0.8,0.9,3.7,4.95,1998
Brent Price,HOU,10.9,-1.7,0.1,1.6,-1.42,1998
Stanley Roberts,MIN,11.9,-4.1,-0.7,1.8,0.12,1998
Derrick McKey,IND,10.7,1.6,1.2,2.1,6.98,1998
Monty Williams,SAS,11.3,-1.6,0.1,2.3,3.71,1998
Bruce Bowen,BOS,11.0,0.1,0.7,2.2,-2.16,1998
Jerome Williams,DET,16.3,1.0,1.0,4.5,2.19,1998
Chauncey Billups,BOS,15.4,-0.2,0.6,2.6,-2.16,1998
Kevin Johnson,PHO,15.6,-0.8,0.4,3.5,4.95,1998
Clarence Weatherspoon,PHI,13.7,-1.5,0.2,2.3,-2.19,1998
Greg Ostertag,UTA,12.5,0.6,0.9,2.2,6.45,1998
Danny Schayes,ORL,10.9,-2.6,-0.2,2.0,-0.65,1998
Jim Jackson,GSW,13.2,-0.7,0.4,0.2,-9.89,1998
Pooh Richardson,LAC,10.3,-5.8,-1.2,0.2,-8.18,1998
Gerald Wilkins,ORL,5.4,-6.5,-1.4,-1.2,-0.65,1998
Darrell Armstrong,ORL,15.7,1.1,1.0,2.5,-0.65,1998
James Robinson,LAC,12.4,-3.4,-0.4,0.2,-8.18,1998
George McCloud,PHO,12.7,0.4,0.7,2.4,4.95,1998
Jim McIlvaine,SEA,9.5,-0.9,0.3,1.9,6.79,1998
Chucky Brown,ATL,10.5,-4.0,-0.6,1.4,4.25,1998
Michael Cage,NJN,10.1,0.9,0.9,2.5,2.13,1998
Matt Bullard,HOU,13.8,-0.5,0.5,2.5,-1.42,1998
Tracy McGrady,TOR,17.4,-0.7,0.4,2.0,-8.95,1998
Chris Carr,MIN,11.6,-2.8,-0.2,1.1,0.12,1998
Randy Brown,CHI,10.1,-1.9,0.0,1.8,8.0,1998
Tom Hammonds,MIN,12.1,-2.2,0.0,2.4,0.12,1998
Greg Minor,BOS,11.8,-2.4,-0.1,1.7,-2.16,1998
Ben Wallace,WAS,13.4,0.2,0.6,2.9,1.16,1998
Steve Kerr,CHI,12.9,0.0,0.6,3.8,8.0,1998
Mark Bryant,PHO,10.2,-0.9,0.3,2.5,4.95,1998
J.R. Reid,CHH,11.3,-2.6,-0.2,1.8,2.59,1998
Scott Burrell,CHI,15.7,2.7,1.3,3.7,8.0,1998
Lawrence Funderburke,SAC,16.2,-2.6,-0.2,2.1,-6.43,1998
Antoine Carr,UTA,9.8,-2.6,-0.2,1.5,6.45,1998
Chris Whitney,WAS,14.8,-1.4,0.2,2.7,1.16,1998
Rodrick Rhodes,HOU,7.7,-5.3,-0.9,-0.9,-1.42,1998
Clarence Weatherspoon,GSW,14.4,0.2,0.6,2.2,-9.89,1998
Danny Ferry,CLE,7.5,-2.7,-0.2,1.0,3.29,1998
Corie Blount,LAL,11.9,-0.2,0.5,2.6,7.1,1998
Brian Shaw,GSW,8.7,-3.5,-0.4,-0.3,-9.89,1998
Samaki Walker,DAL,14.4,-3.8,-0.5,1.4,-6.94,1998
Greg Anthony,SEA,16.8,0.5,0.6,2.7,6.79,1998
Sean Elliott,SAS,9.5,-1.3,0.2,1.4,3.71,1998
Kelvin Cato,POR,13.3,-0.6,0.4,2.7,0.92,1998
Gary Trent,POR,16.7,-0.2,0.5,2.8,0.92,1998
Stojko Vrankovic,LAC,9.4,-4.0,-0.5,0.4,-8.18,1998
Don Reid,DET,11.4,0.5,0.6,2.8,2.19,1998
Anthony Peeler,MIN,15.0,1.6,0.9,2.1,0.12,1998
Dell Curry,CHH,15.1,-1.3,0.2,1.7,2.59,1998
Tariq Abdul-Wahad,SAC,10.1,-5.5,-0.9,-0.2,-6.43,1998
Bob Sura,CLE,9.6,-1.9,0.0,0.7,3.29,1998
Chauncey Billups,TOR,11.1,-3.6,-0.4,0.4,-8.95,1998
Dee Brown,TOR,16.8,-0.2,0.4,2.1,-8.95,1998
Mark Davis,PHI,10.9,-2.1,0.0,0.2,-2.19,1998
Othella Harrington,HOU,13.7,-4.2,-0.5,1.7,-1.42,1998
Isaac Austin,LAC,15.6,-1.2,0.2,0.4,-8.18,1998
Harvey Grant,WAS,7.5,-3.6,-0.4,0.7,1.16,1998
Tony Massenburg,VAN,14.9,-5.1,-0.7,1.3,-8.07,1998
Walt Williams,TOR,13.0,-1.5,0.1,0.8,-8.95,1998
Fred Hoiberg,IND,11.2,0.6,0.6,2.3,6.98,1998
Alvin Williams,POR,11.0,-2.8,-0.2,1.4,0.92,1998
Chris Dudley,NYK,9.5,-1.3,0.1,1.5,3.05,1998
Patrick Ewing,NYK,23.3,-0.5,0.3,3.0,3.05,1998
Mark Strickland,MIA,17.4,-0.5,0.3,2.8,5.83,1998
Eric Snow,PHI,12.5,-2.0,0.0,1.5,-2.19,1998
Felton Spencer,GSW,8.5,-3.3,-0.3,0.9,-9.89,1998
Dee Brown,BOS,11.4,-1.8,0.0,1.3,-2.16,1998
Jermaine O'Neal,POR,12.7,-2.9,-0.2,1.2,0.92,1998
Damon Stoudamire,POR,14.5,0.3,0.5,1.5,0.92,1998
Scott Williams,PHI,12.1,-2.4,-0.1,1.7,-2.19,1998
David Benoit,NJN,10.0,-2.8,-0.2,1.1,2.13,1998
Cory Alexander,DEN,17.8,0.7,0.6,1.5,-13.11,1998
Terry Mills,MIA,7.7,-2.3,-0.1,0.9,5.83,1998
B.J. Armstrong,CHH,15.2,-2.1,0.0,2.3,2.59,1998
Aaron Williams,SEA,13.4,-3.6,-0.3,1.7,6.79,1998
Zan Tabak,TOR,9.9,-5.7,-0.7,-0.2,-8.95,1998
Jerry Stackhouse,PHI,14.9,-0.4,0.3,0.9,-2.19,1998
Keith Closs,LAC,14.0,-3.4,-0.3,0.6,-8.18,1998
Grant Long,DET,10.0,-0.3,0.3,1.6,2.19,1998
Corey Beck,CHH,9.3,-2.7,-0.1,0.4,2.59,1998
Buck Williams,NYK,12.3,-0.2,0.3,2.1,3.05,1998
Mark Hendrickson,SAC,9.4,-3.7,-0.3,0.8,-6.43,1998
Bryant Stith,DEN,9.2,-6.0,-0.7,-0.3,-13.11,1998
Jerome Kersey,SEA,12.6,0.0,0.4,1.2,6.79,1998
Jason Caffey,GSW,13.4,-3.0,-0.2,0.7,-9.89,1998
Jason Caffey,CHI,14.4,-0.8,0.2,2.0,8.0,1998
Rick Mahorn,DET,7.8,-4.1,-0.4,0.9,2.19,1998
Michael Smith,VAN,15.0,1.1,0.5,1.4,-8.07,1998
Joe Smith,PHI,12.9,-3.5,-0.3,0.8,-2.19,1998
Shawn Respert,TOR,12.9,-3.5,-0.3,0.9,-8.95,1998
Andrew Lang,MIL,8.5,-3.8,-0.3,0.7,-1.51,1998
Doug West,MIN,5.6,-5.0,-0.5,0.1,0.12,1998
